$LOC_BLANK,$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
24,1,1,0,24,0,1,0.05,0,0,1,1,2,1,0,19,0,25.43,22,12305.75,0.19,119,0.05,683.65,559.35,1,0,0,3,0.01,44,75,13,13,88,55.81,19,0
2,5,2,0,0,4,3,0.33,2,2,2,0.67,10,1,0,9,0,12.8,5.6,401.52,0.02,20,0.18,22.31,71.7,0.33,1,2,9,0.23,8,12,5,7,13,0,9,0
4,3,1,0,0,4,2,0.25,2,2,2,1,6,1,0,8,1,16.23,4.57,339.34,0.02,19,0.22,18.85,74.23,0.5,1,2,6,0.14,8,11,7,8,14,0,8,0
4,8,0,7,0,0,7,0.41,0,0,1,0.14,15,1,0,10,3,11.6,31.21,11297.51,0.12,77,0.03,627.64,361.93,0.14,0,0,10,0.3,23,54,7,19,23,41.18,17,0
3,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1,0,0,3,0.13,2,7,2,7,8,0,3,0
11,29,3,27,11,50,15,0.19,22,2,9,0.6,61,10,0,51,1,32.25,50.79,83227.41,0.55,295,0.02,4623.75,1638.6,0.67,14,25,48,0.15,106,189,24,23,102,42.7,78,1
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,1,15.86,3.5,194.27,0.02,15,0.29,10.79,55.51,1,0,0,3,0.14,6,9,6,7,7,0,5,0
5,3,3,0,2,4,2,0.17,2,2,2,1,9,1,0,12,0,18.02,14.62,3854.26,0.09,60,0.07,214.13,263.54,0.5,1,2,9,0.1,18,42,8,13,21,14.29,12,0
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,0
16,3,5,0,7,4,2,0.13,2,2,1,0.5,12,1,0,15,0,35.9,9.47,3221.11,0.11,70,0.11,178.95,340.06,0.5,1,2,12,0.05,31,39,18,11,40,31.82,15,0
2,7,1,0,0,0,4,0.67,0,0,2,0.5,14,4,1,6,2,8.02,18.2,2656.24,0.05,35,0.05,147.57,145.95,1,0,0,12,0.4,14,21,5,13,10,0,6,0
19,15,3,2,39,28,8,0.12,14,2,2,0.25,36,4,0,63,1,25.84,48.3,60280.38,0.42,230,0.02,3348.91,1248.04,0.5,7,14,30,0.06,84,146,20,23,125,39.42,65,0
11,5,0,6,21,8,3,0.2,4,2,1,0.33,10,1,0,9,3,17.97,15.13,4111.99,0.09,64,0.07,228.44,271.87,0.33,2,4,9,0.06,22,42,8,11,51,75,15,0
2,3,0,1,3,4,2,0.29,2,2,1,0.5,6,1,0,6,0,9.34,6.67,415.13,0.02,18,0.15,23.06,62.27,0.5,1,2,6,0.14,5,13,3,8,14,40,7,0
3,3,0,0,0,4,2,0.2,2,2,1,0.5,6,1,0,10,0,15.95,12.67,2559.26,0.07,46,0.08,142.18,202.05,0.5,1,2,6,0.13,19,27,9,12,15,0,10,0
5,1,3,0,3,0,1,0.11,0,0,1,1,5,1,0,9,0,24.05,11.82,3359.53,0.09,62,0.08,186.64,284.27,1,0,0,6,0.05,20,42,11,13,19,25,9,0
1,7,2,0,0,0,4,0.36,0,0,4,1,16,1,0,11,1,24.43,13.09,4186.77,0.11,74,0.08,232.6,319.82,0.25,0,0,14,0.31,32,42,11,9,13,0,11,0
3,1,1,1,2,0,1,0.25,0,0,1,1,2,1,0,3,0,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,1,0,0,3,0.09,5,10,5,7,11,50,4,1
1,6,3,0,1,0,4,0.11,0,0,4,1,15,1,0,35,3,26.83,23.21,14452.4,0.21,117,0.04,802.91,622.67,0.25,0,0,13,0.11,42,75,19,21,38,2.78,35,0
3,1,0,1,0,0,1,0.25,0,0,1,1,1,1,0,3,0,16.5,2,66,0.01,11,0.5,3.67,33,1,0,0,2,0.1,4,7,4,4,10,25,4,1
0,7,0,0,0,0,4,1,0,0,1,0.25,15,1,0,0,2,0,0,0,0,0,0,0,0,0.25,0,0,13,0.33,0,0,0,0,12,0,0,0
5,1,0,0,1,0,1,0.17,0,0,1,1,1,1,0,6,2,17.13,6,616.79,0.03,27,0.17,34.27,102.8,1,0,0,2,0.07,9,18,6,8,14,14.29,6,0
16,9,6,0,12,16,5,0.16,8,2,2,0.4,23,1,0,32,0,41.51,18.85,14745.1,0.26,147,0.05,819.17,782.32,0.2,4,8,20,0.08,51,96,23,17,62,27.27,32,0
6,3,0,0,5,4,2,0.4,2,2,1,0.5,6,1,0,5,2,14.4,3,129.56,0.01,13,0.33,7.2,43.19,0.5,1,2,6,0.11,4,9,4,6,18,50,5,0
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,0,13.29,3,119.59,0.01,12,0.33,6.64,39.86,0.5,0,0,6,2,4,8,4,6,1,0,0,0
1,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.18,11,10,6,7,11,0,4,0
1,9,1,3,1,16,5,0.31,8,2,2,0.4,16,1,0,13,0,9.46,31.42,9341.9,0.1,70,0.03,518.99,297.35,0.2,4,8,13,0.25,29,41,6,13,20,23.53,16,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
2,5,1,0,0,0,3,0.38,0,0,2,0.67,9,1,0,8,1,11.16,14.08,2213.52,0.05,37,0.07,122.97,157.17,0.33,0,0,8,0.27,13,24,6,13,11,0,8,0
24,43,2,18,38,68,22,0.18,26,2,10,0.45,73,14,0,101,4,54.01,45.5,111805.63,0.82,416,0.02,6211.42,2457.27,0.64,21,34,53,0.12,169,247,39,21,184,35.67,119,0
1,3,2,0,0,4,2,0.25,2,2,2,1,6,1,0,8,1,19.98,10.23,2091.78,0.07,43,0.1,116.21,204.46,0.5,1,2,6,0.18,19,24,13,14,11,0,8,0
5,1,1,0,3,0,1,0.1,0,0,1,1,3,1,0,10,1,19.66,9.6,1811.74,0.06,51,0.1,100.65,188.72,1,0,0,4,0.05,12,39,5,8,20,23.08,10,0
5,1,1,0,1,0,1,0.14,0,0,1,1,2,1,0,7,1,17.36,6.75,791.15,0.04,30,0.15,43.95,117.21,1,0,0,3,0.07,9,21,6,9,15,12.5,7,0
4,3,1,1,1,4,2,0.2,2,2,2,1,5,1,0,9,0,11.2,8,716.99,0.03,25,0.13,39.83,89.62,0.5,1,2,5,0.12,8,17,4,8,17,18.18,10,1
0,5,0,0,0,0,3,0.5,0,0,1,0.33,9,1,0,6,1,15.36,4.9,368.89,0.03,21,0.2,20.49,75.28,0.33,0,0,8,0.43,7,14,5,7,7,0,6,0
2,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,14.04,2,56.15,0.01,10,0.5,3.12,28.07,0.5,1,2,6,0.2,3,7,3,4,10,0,6,0
6,45,11,2,5,0,23,0.35,0,0,19,0.83,108,19,0,64,2,45.49,45.94,95998.42,0.7,347,0.02,5333.25,2089.76,0.83,0,0,87,0.29,147,200,40,25,78,9.86,66,0
2,13,3,0,1,0,7,0.58,0,0,7,1,29,4,0,12,2,14.49,27.82,11216.64,0.13,83,0.04,623.15,403.21,0.57,0,0,24,0.44,34,49,11,18,16,7.69,12,0
13,1,6,1,6,0,1,0.13,0,0,1,1,7,1,0,7,0,29.83,3.89,451.11,0.04,29,0.26,25.06,116,1,0,0,8,0.03,10,19,9,7,29,50,8,1
1,7,0,1,1,10,4,0.31,4,2,1,0.25,12,3,0,12,1,14.06,11.92,1997.07,0.06,41,0.08,110.95,167.59,0.75,3,5,10,0.24,13,28,6,11,17,14.29,13,0
2,1,0,0,0,4,1,0.5,2,2,1,1,1,1,0,2,2,12.5,5.63,395.48,0.02,19,0.18,21.97,70.31,1,1,2,2,0.14,5,14,4,9,7,0,2,0
5,1,2,0,1,0,1,0.14,0,0,1,1,3,1,0,7,1,23.5,5.5,710.97,0.04,31,0.18,39.5,129.27,1,0,0,4,0.07,11,20,9,9,15,12.5,7,0
2,5,2,0,0,8,3,0.5,4,2,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,2,4,10,0.21,9,25,6,10,14,0,6,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,1,0,0,2,0.25,5,10,5,7,4,0,2,0
3,1,0,1,1,0,1,0.04,0,0,1,1,1,1,0,23,0,52.34,13.11,8997.69,0.23,146,0.08,499.87,686.26,1,0,0,2,0.03,59,87,18,8,30,8,24,1
3,7,3,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,20,10.21,2087.05,0.07,49,0.1,115.95,204.33,0.25,3,6,14,0.24,13,36,7,11,17,0,8,0
0,1,0,0,0,0,1,0.08,0,0,1,1,1,1,0,12,2,7.87,22,3810.23,0.06,67,0.05,211.68,173.19,1,0,0,2,0.07,22,45,2,4,14,0,12,0
3,9,2,0,0,0,5,0.26,0,0,2,0.4,23,3,0,19,0,21.59,15,4857.82,0.11,66,0.07,269.88,323.85,0.6,0,0,20,0.12,30,36,15,15,43,0,19,0
5,5,1,10,4,8,3,0.25,4,2,1,0.33,10,1,0,2,0,20.67,7.94,1304.74,0.05,38,0.13,72.49,164.23,0.33,2,4,9,0.13,13,25,9,11,23,87.5,12,1
1,5,1,0,0,0,3,0.43,0,0,2,0.67,9,3,1,7,1,12.97,4.8,298.89,0.02,18,0.21,16.61,62.27,1,0,0,8,0.33,8,10,5,6,9,0,7,0
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,2,16.92,3.5,207.22,0.02,16,0.29,11.51,59.21,1,0,0,3,0.2,6,10,6,7,5,0,2,0
0,3,1,4,4,4,2,0.22,2,2,1,0.5,7,1,0,5,1,7.45,31.17,7238.42,0.08,61,0.03,402.13,232.25,0.5,1,2,7,0.13,17,44,3,11,15,61.54,9,0
5,19,2,0,0,0,10,0.5,0,0,6,0.6,39,1,0,20,2,24.97,22.95,13151.27,0.19,110,0.04,730.63,573.04,0.1,0,0,31,0.38,54,56,20,17,26,0,20,0
11,7,2,0,7,12,4,0.15,6,2,2,0.5,15,1,0,26,1,24.57,14.73,5329.58,0.12,80,0.07,296.09,361.88,0.25,3,6,13,0.09,27,53,11,12,46,21.21,26,0
0,1,3,0,0,0,1,0.25,0,0,1,1,4,1,0,4,1,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,1,0,0,5,0.17,5,9,5,5,6,0,4,0
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,0
24,13,7,2,25,22,7,0.21,10,2,6,0.86,31,3,0,32,0,25.63,31.35,25188.32,0.27,149,0.03,1399.35,803.46,0.43,6,11,26,0.08,57,92,20,22,92,45.76,34,0
2,1,1,0,0,0,1,0.14,0,0,1,1,2,1,0,7,1,17.94,6.75,817.52,0.04,31,0.15,45.42,121.11,1,0,0,3,0.09,9,22,6,9,11,0,7,0
41,1,0,9,10,0,1,0.01,0,0,1,1,1,1,0,96,0,372.88,16.94,107059.51,2.11,918,0.06,5947.75,6318.27,1,0,0,2,0.01,366,552,108,10,158,16.52,105,0
1,3,0,0,0,4,2,0.11,2,2,1,0.5,7,1,0,19,3,14.66,45.5,30339.54,0.22,186,0.02,1685.53,666.8,0.5,1,2,7,0.09,65,121,5,7,22,0,19,0
9,7,1,0,0,10,4,0.21,4,2,2,0.5,13,1,0,19,1,11.75,19.5,4466.71,0.08,53,0.05,248.15,229.06,0.25,3,5,11,0.13,13,40,5,15,30,0,19,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
12,3,4,1,5,4,2,0.06,2,2,1,0.5,9,1,0,31,0,61.82,14.2,12472.53,0.29,165,0.07,692.92,878.12,0.5,1,2,9,0.04,59,106,27,13,51,16.21,32,0
1,3,0,0,0,4,2,0.5,2,2,1,0.5,5,1,0,4,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,0.5,1,2,5,0.29,4,7,4,6,7,0,4,0
3,7,2,0,0,12,4,0.5,6,2,3,0.75,16,1,0,8,0,17.72,10.83,2080,0.06,48,0.09,115.56,192,0.25,3,6,14,0.24,13,35,6,10,17,0,8,0
7,5,0,0,4,8,3,0.13,4,2,1,0.33,13,1,0,23,0,28.18,21.82,13416.53,0.2,140,0.05,745.36,614.92,0.33,2,4,12,0.08,48,92,11,10,36,14.81,23,0
0,3,0,0,0,0,2,1,0,0,1,0.5,6,1,0,0,0,9.51,4,152.16,0.01,12,0.25,8.45,38.04,0.5,0,0,6,2,4,8,3,6,1,0,0,0
1,3,1,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,0,16.07,4.5,325.53,0.02,19,0.22,18.08,72.34,0.5,1,2,6,0.18,5,14,5,9,11,0,4,0
2,5,3,0,0,0,3,0.27,0,0,3,1,10,1,0,11,3,18.35,8.33,1274.38,0.05,36,0.12,70.8,152.93,0.33,0,0,9,0.21,15,21,9,10,14,0,11,0
7,3,0,1,0,4,2,0.25,2,2,1,0.5,5,1,0,7,1,11.47,8.75,877.83,0.03,29,0.11,48.77,100.32,0.5,1,2,5,0.12,10,19,4,7,17,12.5,8,0
0,31,5,0,0,0,16,0.33,0,0,15,0.94,76,1,0,48,0,32.38,34.36,38239.73,0.37,246,0.03,2124.43,1112.8,0.06,0,0,62,0.3,63,183,11,12,54,0,48,0
1,1,0,0,0,0,1,0.1,0,0,1,1,1,1,0,10,1,20.35,8.44,1448.49,0.06,42,0.12,80.47,171.67,1,0,0,2,0.08,15,27,8,9,12,0,10,0
4,3,0,0,0,4,2,0.33,2,2,1,0.5,7,1,0,6,0,11.53,10.5,1271.69,0.04,31,0.1,70.65,121.11,0.5,1,2,7,0.17,14,17,6,9,12,0,6,0
7,5,0,0,2,0,4,0.21,0,0,1,0.25,10,1,0,19,2,22.54,9.78,2155.2,0.07,51,0.1,119.73,220.42,0.25,0,0,8,0.13,16,35,9,11,30,9.52,19,0
0,3,0,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,6,6,216,0.01,12,0.17,12,36,0.5,1,2,6,0.29,4,8,2,6,7,0,5,0
1,3,4,0,0,0,2,0.2,0,0,2,1,10,1,0,10,2,20.81,9,1685.67,0.06,42,0.11,93.65,187.3,0.5,0,0,10,0.17,18,24,11,11,12,0,10,0
2,1,1,0,1,0,1,0.25,0,0,1,1,2,1,0,4,0,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1,0,0,3,0.11,3,6,2,5,9,20,4,0
22,15,9,4,11,26,8,0.22,12,2,5,0.63,35,1,0,32,0,43.42,14.61,9265.54,0.21,120,0.07,514.75,634.25,0.13,7,13,29,0.11,42,78,23,16,71,31.91,36,1
0,13,2,0,0,0,7,1,0,0,5,0.71,24,6,0,0,2,0,0,0,0,0,0,0,0,0.86,0,0,19,0.44,0,0,0,0,16,0,0,0
22,19,0,9,39,34,10,0.14,16,2,1,0.1,39,5,0,63,2,26.57,33.75,30263.95,0.3,181,0.03,1681.33,896.71,0.5,9,17,31,0.07,72,109,16,15,136,43.24,72,0
4,11,1,0,0,20,6,0.17,10,2,2,0.33,21,1,0,36,2,24.08,19.59,9246.17,0.16,92,0.05,513.67,471.89,0.17,5,10,17,0.14,33,59,16,19,43,0,36,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0
34,5,5,4,19,8,3,0.05,4,2,3,1,16,1,0,58,0,46.28,83.31,321184.78,1.29,702,0.01,17843.6,3855.28,0.33,2,4,15,0.03,302,400,29,16,117,28.4,62,0
1,1,1,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,9.88,7,484.32,0.02,20,0.14,26.91,69.19,1,0,0,4,0.13,8,12,4,7,8,0,5,0
8,1,0,0,6,0,1,0.07,0,0,1,1,1,1,0,15,0,6.55,28,5138.91,0.06,71,0.04,285.49,183.53,1,0,0,2,0.03,28,43,2,4,30,28.57,15,0
5,7,2,1,4,12,4,0.36,6,2,2,0.5,15,1,0,10,1,19.92,15,4481.73,0.1,67,0.07,248.98,298.78,0.25,3,6,13,0.18,25,42,10,12,22,33.33,11,0
2,3,1,0,1,0,2,0.29,0,0,2,1,5,1,0,7,3,17.79,5.63,562.94,0.03,24,0.18,31.27,100.08,0.5,0,0,5,0.18,9,15,8,10,11,12.5,7,0
25,16,8,13,9,16,11,0.17,8,2,9,0.82,33,1,0,53,0,34.84,35,42678.84,0.41,197,0.03,2371.05,1219.4,0.09,4,8,24,0.11,76,121,38,35,102,29.33,66,1
39,9,2,5,21,16,5,0.22,8,2,2,0.4,19,1,0,18,0,27.16,17,7847.8,0.15,90,0.06,435.99,461.64,0.2,4,8,16,0.06,36,54,18,17,84,59.09,23,0
0,5,1,0,0,8,3,0.18,4,2,1,0.33,9,1,0,17,3,17.05,11.25,2157.94,0.06,46,0.09,119.89,191.82,0.33,2,4,8,0.14,18,28,8,10,21,0,17,1
29,15,4,4,13,14,9,0.23,6,2,6,0.67,31,5,0,35,2,27.83,25.26,17758.95,0.23,133,0.04,986.61,702.96,0.56,4,7,24,0.1,48,85,19,20,89,32.68,39,0
30,7,1,4,19,12,4,0.22,6,2,2,0.5,15,1,0,14,0,18.36,15.27,4283.4,0.09,62,0.07,237.97,280.46,0.25,3,6,13,0.05,28,34,11,12,75,62.16,18,0
2,1,1,0,1,0,1,0.33,0,0,1,1,2,1,0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27,1,0,0,3,0.13,3,6,3,5,8,25,3,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
1,1,0,0,3,0,1,0.08,0,0,1,1,1,1,0,12,0,5.92,27.5,4477.73,0.05,58,0.04,248.76,162.83,1,0,0,2,0.06,22,36,2,5,18,20,12,0
1,7,1,0,0,0,4,0.44,0,0,3,0.75,16,1,0,9,0,8.42,24,4849.12,0.07,46,0.04,269.4,202.05,0.25,0,0,14,0.33,15,31,5,16,12,0,9,0
9,13,3,3,1,24,7,0.23,12,2,4,0.57,30,4,0,27,0,32.56,15,7325.95,0.16,96,0.07,407,488.4,0.57,6,12,25,0.17,38,58,19,15,42,12.9,30,0
2,3,1,0,0,4,2,0.29,2,2,2,1,6,1,0,7,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,6,0.18,9,12,5,8,11,0,7,0
1,9,2,0,0,0,5,0.42,0,0,4,0.8,21,1,0,12,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248,0.2,0,0,18,0.33,17,45,6,10,15,0,12,0
3,3,0,0,0,4,2,0.25,2,2,1,0.5,6,1,0,8,2,9.64,9.6,888.11,0.03,25,0.1,49.34,92.51,0.5,1,2,6,0.14,12,13,5,8,14,0,8,0
4,1,0,0,7,0,1,0.33,0,0,1,1,1,1,0,3,1,11,3,99,0.01,11,0.33,5.5,33,1,0,0,2,0.06,2,9,2,6,16,70,3,0
9,25,8,0,3,0,13,0.22,0,0,13,1,84,1,0,60,0,68.34,30.72,64501.75,0.7,372,0.03,3583.43,2099.51,0.08,0,0,73,0.18,158,214,36,14,74,4.76,60,0
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,2,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,2,0.2,1,3,1,3,5,0,2,0
1,5,5,0,1,0,3,0.27,0,0,3,1,14,3,1,11,0,27.63,5.32,781.48,0.05,34,0.19,43.42,146.95,1,0,0,13,0.2,13,21,11,9,15,8.33,11,0
1,5,2,0,0,0,3,0.5,0,0,2,0.67,11,1,0,6,0,18.13,7.5,1020,0.05,34,0.13,56.67,136,0.33,0,0,10,0.23,9,25,6,10,13,0,6,0
6,3,1,1,4,4,2,0.15,2,2,2,1,5,1,0,12,0,18.1,9.63,1676.34,0.06,41,0.1,93.13,174.17,0.5,1,2,5,0.08,14,27,8,11,25,29.41,13,1
6,5,2,0,0,8,3,0.33,4,2,3,1,10,1,0,9,1,24.93,11.5,3297.36,0.1,61,0.09,183.19,286.73,0.33,2,4,9,0.18,23,38,13,13,17,0,9,0
12,1,7,0,21,0,1,0.07,0,0,1,1,11,1,0,14,0,55.91,4.95,1371.34,0.09,57,0.2,76.19,276.9,1,0,0,12,0.02,26,31,21,8,49,60,14,0
0,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,0,2,0
4,1,0,0,0,0,1,0.09,0,0,1,1,1,1,0,11,3,20.15,15.43,4795.77,0.1,84,0.06,266.43,310.84,1,0,0,2,0.05,36,48,7,6,20,0,11,0
0,1,1,0,0,0,1,0.25,0,0,1,1,2,1,0,4,1,12.55,4,200.76,0.02,14,0.25,11.15,50.19,1,0,0,3,0.2,4,10,4,8,5,0,4,0
15,15,3,0,0,20,9,0.3,10,2,6,0.67,32,1,0,30,0,18.12,36.75,24470.36,0.22,132,0.03,1359.46,665.86,0.11,5,10,25,0.15,42,90,12,21,60,0,30,0
0,1,1,1,0,0,1,0.5,0,0,1,1,2,1,0,1,0,5.33,1.5,12,0,4,0.67,0.67,8,1,0,0,3,0.2,1,3,1,3,5,50,2,0
1,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,1,9.83,2,39.3,0.01,7,0.5,2.18,19.65,1,0,0,2,0.2,3,4,3,4,5,0,2,0
1,11,1,0,0,0,6,0.26,0,0,2,0.33,25,5,0,23,4,20.3,22,9823.92,0.15,95,0.05,545.77,446.54,0.83,0,0,21,0.24,44,51,13,13,25,0,23,0
1,1,0,0,0,0,1,0.5,0,0,1,1,1,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,2,0.2,2,3,2,3,5,0,2,0
5,1,0,0,15,0,1,0.2,0,0,1,1,1,1,0,5,2,5.8,2,23.22,0,5,0.5,1.29,11.61,1,0,0,2,0.04,1,4,1,4,26,75,5,0
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.17,2,3,2,3,6,0,2,0
7,1,1,0,19,0,1,0.33,0,0,1,1,2,1,0,3,2,9.05,2,36.19,0.01,7,0.5,2,18.09,1,0,0,3,0.03,2,5,2,4,30,86.36,3,0
1,19,10,0,0,0,13,0.3,0,0,9,0.69,51,3,0,43,1,49.68,20.72,21334.26,0.34,175,0.05,1185.24,1029.46,0.23,0,0,40,0.29,75,100,38,21,45,0,43,0
2,9,2,0,0,0,5,0.5,0,0,4,0.8,21,1,0,10,0,17.51,14.17,3513.33,0.08,62,0.07,195.19,248,0.2,0,0,18,0.28,17,45,6,10,18,0,10,0
14,5,4,4,19,6,3,0.18,2,3,2,0.67,12,3,1,13,3,24.09,16.5,6558.06,0.13,81,0.06,364.34,397.46,1,2,3,11,0.06,33,48,15,15,51,63.89,17,0
13,26,4,1,1,0,14,0.3,0,0,11,0.79,59,7,0,45,2,31.37,40.5,51461.36,0.42,216,0.02,2858.96,1270.65,0.5,0,0,47,0.23,96,120,32,27,61,4.26,46,0
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,0
1,5,2,0,1,0,3,0.25,0,0,3,1,10,3,1,12,2,18.7,10.4,2022.94,0.06,43,0.1,112.39,194.51,1,0,0,9,0.2,16,27,10,13,15,7.69,12,0
11,13,4,1,3,18,7,0.32,6,3,4,0.57,23,1,0,21,0,48.64,9.91,4779.6,0.16,94,0.1,265.53,482.15,0.14,6,9,18,0.18,38,56,23,12,38,16,22,1
3,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,0,14,3,126,0.01,14,0.33,7,42,1,0,0,2,0.11,6,8,4,4,9,0,4,0
12,25,5,0,0,48,1,0.04,24,2,1,1,62,1,0,28,0,25.46,32.5,26888.89,0.28,174,0.03,1493.83,827.35,1,12,24,51,0.02,52,122,12,15,46,0,28,0
0,5,2,0,0,0,3,1,0,0,3,1,10,3,1,3,0,12.61,6.75,574.49,0.03,23,0.15,31.92,85.11,1,0,0,9,0.6,6,17,4,9,5,0,3,0
0,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,1,8.51,8,544.91,0.02,19,0.13,30.27,68.11,1,0,0,3,0.14,8,11,4,8,7,0,5,0
20,11,3,24,10,10,7,0.13,4,2,5,0.71,24,4,0,31,0,66.27,30.44,61416.25,0.67,335,0.03,3412.01,2017.49,0.57,3,5,19,0.08,119,216,43,22,87,52.31,55,1
1,1,1,0,0,0,1,0.2,0,0,1,1,2,1,0,5,0,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,1,0,0,3,0.13,5,8,5,7,8,0,5,0
16,3,2,3,25,4,2,0.11,2,2,2,1,7,1,0,16,2,18.96,13.64,3525.33,0.09,55,0.07,195.85,258.51,0.5,1,2,7,0.03,20,35,11,15,61,63.64,19,0
13,18,7,18,7,26,10,0.16,12,2,8,0.8,43,1,0,44,0,41.18,29.46,35752.82,0.4,215,0.03,1986.27,1213.43,0.1,7,13,35,0.12,75,140,28,22,84,36.23,62,1
11,1,1,0,4,0,1,0.06,0,0,1,1,2,1,0,17,0,21.63,16,5537.66,0.12,83,0.06,307.65,346.1,1,0,0,3,0.03,40,43,10,8,34,19.05,17,0
0,7,3,0,0,0,4,1,0,0,3,0.75,16,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,14,0.09,0,0,0,0,44,0,0,0
11,11,12,1,0,0,6,0.23,0,0,6,1,37,5,0,25,0,46.25,14.27,9416.54,0.22,124,0.07,523.14,659.92,0.83,0,0,33,0.15,53,71,26,14,39,3.85,26,0
19,15,1,6,11,22,8,0.12,8,2,5,0.63,31,8,1,60,1,41.36,32,42352.03,0.44,256,0.03,2352.89,1323.5,1,7,11,25,0.08,80,176,20,16,98,22.08,66,1
1,19,3,0,0,0,10,0.48,0,0,9,0.9,46,1,0,21,0,24.5,26,16559.04,0.21,145,0.04,919.95,636.89,0.1,0,0,38,0.36,39,106,9,12,28,0,21,0
